class_name,file_name,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist_bin_1,A3_hist_bin_2,A3_hist_bin_3,A3_hist_bin_4,A3_hist_bin_5,A3_hist_bin_6,A3_hist_bin_7,A3_hist_bin_8,A3_hist_bin_9,A3_hist_bin_10,D1_hist_bin_1,D1_hist_bin_2,D1_hist_bin_3,D1_hist_bin_4,D1_hist_bin_5,D1_hist_bin_6,D1_hist_bin_7,D1_hist_bin_8,D1_hist_bin_9,D1_hist_bin_10,D2_hist_bin_1,D2_hist_bin_2,D2_hist_bin_3,D2_hist_bin_4,D2_hist_bin_5,D2_hist_bin_6,D2_hist_bin_7,D2_hist_bin_8,D2_hist_bin_9,D2_hist_bin_10,D3_hist_bin_1,D3_hist_bin_2,D3_hist_bin_3,D3_hist_bin_4,D3_hist_bin_5,D3_hist_bin_6,D3_hist_bin_7,D3_hist_bin_8,D3_hist_bin_9,D3_hist_bin_10,D4_hist_bin_1,D4_hist_bin_2,D4_hist_bin_3,D4_hist_bin_4,D4_hist_bin_5,D4_hist_bin_6,D4_hist_bin_7,D4_hist_bin_8,D4_hist_bin_9,D4_hist_bin_10
Apartment,m463.obj,5.414567257586467,-0.042515509013432,0.542627074009039,0.5486923074910702,1.245423846591662,-0.20764409555163002,0.1196255930247467,0.1963482497756123,0.1961482241312989,0.159379407616361,0.1182151557892037,0.0832568277984357,0.058012565713553,0.0396768816514937,0.0223156814976278,0.0070214130016668,0.0711764705882353,0.1486274509803922,0.1901960784313726,0.1935294117647057,0.142549019607843,0.103921568627451,0.0792156862745098,0.0572549019607843,0.0105882352941176,0.0029411764705882,0.0318663276134793,0.1142452395731133,0.1660593076106761,0.2027711591213983,0.1958132270788699,0.1443195242576537,0.0868490078689705,0.0408816050297339,0.0160482950563642,0.0011463067897403,0.3508421997179848,0.3472016408152801,0.1821971542109986,0.0740315344186643,0.0288373285476221,0.0109729521856172,0.0040764004614792,0.0012767593898218,0.0004922445840276,7.178566850403786e-05,0.0216482532099134,0.1277066751783857,0.2462289309212219,0.2743587895511784,0.1990300758847211,0.0941145581285201,0.0293242450139516,0.0064095303796295,0.0010141987829614,0.0001647429495165
Apartment,m465.obj,1.5610266683589116,-0.046124685673783576,4.288887253911127,-0.5685456261839602,3.380849771845558,-0.1352465590627638,0.317300543029582,0.1824917827676561,0.0920278744929929,0.0672146530815262,0.0590410066814688,0.0580308383371705,0.0609741714824861,0.0629791248968038,0.0617125686478614,0.0382274365824517,0.0418227215980024,0.1181856013316687,0.1250520183104453,0.1136079900124844,0.1023720349563046,0.0988347898460258,0.1015397419891801,0.1600083229296713,0.0846858094049105,0.0538909696213066,0.0808788194305394,0.1953065556045011,0.186986904809579,0.1405630531416443,0.1140272716350968,0.0969674822794441,0.0764286572424012,0.0571863361499339,0.0408223539305594,0.0108325657763005,0.2820233942130105,0.2544992817566181,0.1840088241329776,0.1245280114918941,0.0788426020931664,0.0435614611122512,0.0218807715986045,0.0083059716806895,0.00214959983583,0.0002000820849579,0.0276972956282325,0.1219154465687157,0.1909373954661246,0.2189074440984998,0.1982811414455909,0.139021691583254,0.0717546252219334,0.0258909502611738,0.0051977459280035,0.0003962637984715
AquaticAnimal,m58.obj,-0.48365300111592496,-0.05149339414981349,0.4804814795210797,-0.7057863828014433,1.2602991581319507,-0.20572179825436532,0.1008485221359173,0.1840447076315721,0.1932220769565997,0.1647927401368915,0.1264426158066086,0.093465610500141,0.0689020482452767,0.0423286933784511,0.0210925683816555,0.0048604168268861,0.2102284212654134,0.22175055589246,0.1888012937133615,0.1376591873862947,0.0800485142510612,0.0622599555286031,0.0388114008489994,0.018799272286234,0.0204164139882757,0.0212249848392965,0.0460524998498288,0.1234507338365737,0.2041026770518391,0.2726958732955568,0.1705043749874857,0.0925104619265964,0.0516789139619165,0.0252087379612758,0.0110275714314318,0.0027681556974951,0.2138030813747672,0.2809509883896918,0.2436984705997034,0.1466397828774889,0.0690000153914823,0.0305315704955544,0.011086997788757,0.0032270808001518,0.0008465315294516,0.0002154807529513,0.0123819842129701,0.0713408657070628,0.1514574627250683,0.2092710106794613,0.2241293917350255,0.1874529226641902,0.1039261208275292,0.0326626425217974,0.0067378630758912,0.0006397358510034
AquaticAnimal,m59.obj,-0.861816619742685,-0.05141965794135606,0.8102324444666459,-0.6997827633728211,1.3152567891160853,-0.1277153670484433,0.3307917527676223,0.1782251324202786,0.0877537521215446,0.0590391902493551,0.0496249160355445,0.0480712531342457,0.0542602667377693,0.0700840413694794,0.0851848243540506,0.0369648708101095,0.208130081300813,0.1459349593495935,0.1363821138211381,0.1197154471544715,0.1030487804878048,0.0845528455284553,0.0711382113821138,0.064430894308943,0.0522357723577235,0.014430894308943,0.1205524297699377,0.2582243757883987,0.1882546102556914,0.1474430851170334,0.1112768556154016,0.0783543239292793,0.0525799411328914,0.0289329836013054,0.0129497627295116,0.001431632060549,0.2466302853743101,0.2990942289149211,0.2241091028455368,0.1349219375089756,0.0641322856615308,0.0233315553002482,0.0061855035594854,0.001364298463369,0.0001897708388896,4.103153273290518e-05,0.0162832587103082,0.0851011270649992,0.1760177036693942,0.2357006844732643,0.2350419432865009,0.1652205239051001,0.0709433379651073,0.0143379136431475,0.0013174823735268,3.602490865112449e-05
AquaticAnimal,m60.obj,-0.6305450248465385,-0.05139339508915244,-0.2482671217917637,-0.7142956432471544,0.3228715825651487,-0.17211710818649179,0.1736716809982145,0.2129004453383134,0.1509122252549921,0.1168602622775874,0.0927052763355018,0.0756767295339339,0.0674318139840335,0.0579093726270855,0.0407833439366265,0.011148849713711,0.0834189439079514,0.2173823710704747,0.1834805835216766,0.13889459626053,0.1072529278816519,0.0988288473392234,0.0953359358948017,0.0460242449147318,0.0186973494966097,0.0106841997123484,0.0650438247410811,0.2056734393536664,0.2471905612870608,0.1940402356674826,0.1212225876369678,0.0814624598919774,0.0491407747793745,0.0238670891461809,0.0099312719937128,0.0024277555024953,0.2306063433792389,0.3054020242209211,0.2256790984321004,0.129687548067556,0.0642951629938781,0.0287738799618535,0.0115772311036823,0.0031122140300864,0.0007742081030363,9.2289707646715e-05,0.0139149862806369,0.0736727224055474,0.1529412975994975,0.2121687919238511,0.2261507019268884,0.1886322335534952,0.1002157003052751,0.0270474798070537,0.0048390999274135,0.0004169862703409
AquaticAnimal,m62.obj,-0.6819644239096911,-0.05127171465109822,-0.05420084979564343,-0.7386191694353078,0.6552542945406203,-0.0557358317220796,0.1748295865454153,0.183605430662625,0.1543338103371339,0.1241389568491077,0.0975549708412192,0.0781722035011053,0.0659188478050131,0.0560658983315124,0.045982140567378,0.0193981545594895,0.1054904380012338,0.1595722804852971,0.155048324079786,0.189389265885256,0.1840427719514703,0.1252313386798271,0.0493522516964836,0.0172732880937692,0.0092535471930906,0.0053464939337857,0.0774066954989588,0.1850472529232741,0.2130335976293449,0.2094846227775107,0.1556293048213999,0.0898456271023547,0.0476183325324363,0.0172693416626621,0.004004485023226,0.0006607400288322,0.4674689405165385,0.2743335606499545,0.1334673304995667,0.0674617620969189,0.0346051100092806,0.0158437975890764,0.0051171877002907,0.0013946643832455,0.0002820093422003,2.563721292730825e-05,0.0140615909008995,0.0754310899663778,0.1523038662938877,0.2098065565836152,0.2208920949247491,0.1799430533887352,0.1034255497716471,0.0368814264456767,0.0068789034945447,0.0003758682298665
AquaticAnimal,m67.obj,-0.7569989656847305,-0.05140553805442312,-0.10050694917553482,-0.7487262801718565,0.8901144498380635,-0.12209017372676159,0.2129214203307268,0.1981387001666453,0.1262350980643507,0.0959569285988975,0.082579156518395,0.0735444173823868,0.0707345212152288,0.0663043199589796,0.0537110626842712,0.0198743750801179,0.0930425752855659,0.1586708203530632,0.1736240913811007,0.1254413291796469,0.1474558670820352,0.0984423676012461,0.0641744548286604,0.0485981308411214,0.0488058151609553,0.0417445482866043,0.0837246088079529,0.226736211919469,0.2239680839348463,0.1685054111145595,0.1167619409933225,0.0834442920500164,0.054521609418643,0.0295383783675553,0.0101264428804549,0.0026730205131798,0.2959079559263114,0.3203443449191691,0.2008541968959736,0.1006168060419305,0.0484933627978281,0.0215138665996708,0.0084240426175546,0.0029584130190681,0.0007075580530873,0.0001794531294062,0.0201152538525431,0.104357875078031,0.1976650002837494,0.2537854751254946,0.2354294676345101,0.1425195916072082,0.0377902627519565,0.0072639849767583,0.0009905434059215,8.254528382679936e-05
AquaticAnimal,m68.obj,-0.819337453704352,-0.05122808251745037,-0.46792969824742264,-0.7035480865696447,0.20902046886310516,-0.14439825220735722,0.3057099493406074,0.204791106917981,0.105805320261706,0.0693643989580983,0.0574891810406711,0.056750825522489,0.0547049654408597,0.0600118957277929,0.0580429476793076,0.0273294091104867,0.1952068824252355,0.2425235559197049,0.1624334289225728,0.1444080294961081,0.0823433019254403,0.0528471937730438,0.0469070053256861,0.0346169602621876,0.0237607537894305,0.0149528881605899,0.1433062352328701,0.3162418405350206,0.2033809218693685,0.1473108806215209,0.0943144047094629,0.056460494173241,0.0261703576148332,0.0090304753514076,0.0029934724280164,0.0007909174642585,0.434903317185319,0.3427210772641431,0.1483290910583791,0.0501221364644059,0.0152721898349618,0.0055269316035799,0.0021245586665571,0.0007492404959356,0.0002001395845307,5.131784218737168e-05,0.0250859531015173,0.1292796409527927,0.2387283058489284,0.2670104790727359,0.2053352685648405,0.0996181005908632,0.0292755234389475,0.0050954233833611,0.0005610112614003,1.029378461285076e-05
AquaticAnimal,m69.obj,-0.7281093705463629,-0.0513768333379179,-0.22653363239851845,-0.7225628704530932,0.5183572500347691,-0.16236906667250423,0.2699946130364518,0.203180873714183,0.1160300643870405,0.0827129774517097,0.06966113434061,0.061098427519688,0.0581330323474335,0.0614934715132237,0.0542338968268219,0.0234615088628376,0.2933058702368692,0.1929969104016477,0.1474768280123584,0.1062821833161689,0.0832131822863026,0.0955715756951597,0.0253347064881565,0.0292481977342945,0.0189495365602471,0.007621009268795,0.1000906046483688,0.2808093347816727,0.2073845291311464,0.1645700784405988,0.1120243881683344,0.0619365366998883,0.0350004254914426,0.0226061100571159,0.0136007088186855,0.0019772837627459,0.3960145094840104,0.3485611086312959,0.1663767848255836,0.0586484836357852,0.0207227036484066,0.0069007270133961,0.0019701703889547,0.0005541104218935,0.0001847034739645,6.669847670940499e-05,0.0204675201663758,0.1172506807921383,0.2294411069757385,0.2757813022820049,0.2172820821686511,0.1051585769513896,0.0287090945593254,0.0050499590752552,0.000803051596065,5.662543305586871e-05
AquaticAnimal,m70.obj,-0.764208771493195,-0.051345743171201504,-0.5911643515617226,-0.6232590087791501,-0.14476734088990037,-0.1463534181177181,0.2609859675036928,0.1937520515345478,0.1148910635155095,0.082923026423765,0.0709112916461513,0.0607202937797472,0.0570583046118496,0.062992368291482,0.0663363696044641,0.0294292630887904,0.1584260403790688,0.1777915121549237,0.1365883807169345,0.1170168932838895,0.1495673671199011,0.0634528224145035,0.0628347754429336,0.0597445405850844,0.0506798516687268,0.0238978162340338,0.1069971414697151,0.2491677221368391,0.2100444048399774,0.1491792363569007,0.1065415788498796,0.0704820453259776,0.0582319164167747,0.0345927220116844,0.0122951845529228,0.0024680480393285,0.473525489793825,0.3372448456251923,0.1218586521694532,0.0418145450815468,0.01568365986255,0.0065596471432967,0.0023130577495127,0.0007180223612678,0.0002205354395322,6.154477382295618e-05,0.0323414332784184,0.172276565074135,0.298331960461285,0.28103892092257,0.149413097199341,0.0513076606260296,0.0124948517298187,0.0023218698517298,0.0004221581548599,5.1482701812191104e-05
AquaticAnimal,m71.obj,-0.762833579603967,-0.05146684393724765,-0.2774409768904666,-0.6244329427737413,0.3615937809839051,-0.1811262986121538,0.1857109874041199,0.2256945691490725,0.1495959570046946,0.1021728534414201,0.0796952361406839,0.072394243349324,0.0666016777404376,0.061599240655704,0.0439137015469074,0.0126215335676355,0.2140938210374044,0.2021078735275883,0.206654267410622,0.1202727836329819,0.0859681752428187,0.0696424881173796,0.0462905558999793,0.0400909278776606,0.0097127505682992,0.0051663566852655,0.0741228355601387,0.2347331587931699,0.2578405410411338,0.1777456285698552,0.1191612060291445,0.071319513623644,0.0392815486351326,0.0179612841216841,0.0069232039967361,0.0009110796293607,0.2916074916813215,0.3396738155176038,0.214070743374538,0.0945842711607183,0.0378685725711766,0.0148428808006439,0.0054039365678337,0.0015740118845587,0.0003076244725522,6.665196905297805e-05,0.0252933909820877,0.1260397364628371,0.2317479925880173,0.2730955322215359,0.2211756228124356,0.0972050648548486,0.0219322627136092,0.0032118591723285,0.0002830965616635,1.544163063619518e-05
AquaticAnimal,m72.obj,-0.7256840630875278,-0.0513795105172917,-0.4570139688010397,-0.666155254343593,0.3166940198854272,-0.1635479558750476,0.2670843758972886,0.2097348127486771,0.1221440584109274,0.0876933016120431,0.0688451125969071,0.0591185036301734,0.0571239591451658,0.0568009352311415,0.0516325526067517,0.0198223881209237,0.2027363184079602,0.1929933665008291,0.1353648424543946,0.1104892205638474,0.1399253731343283,0.0599087893864013,0.0512023217247097,0.0476782752902155,0.0410447761194029,0.0186567164179104,0.1019512243958112,0.2838886330416675,0.2230192419358068,0.16129387501752,0.1007398434215005,0.0568848487275494,0.0404010572052139,0.0224005366117373,0.0079690847566225,0.0014516548865706,0.4596787012680685,0.3510493741699611,0.1292271088754545,0.0406725429569123,0.0122140692540803,0.0046764194625194,0.0017587849513642,0.0005178929448623,0.0001538295875828,5.127652919429188e-05,0.0315865335117883,0.1687738082981571,0.2944198496859878,0.2866673530320189,0.1560794811077936,0.0483939050756717,0.0112272212498713,0.0023473695047873,0.0004066714712241,9.780706269947492e-05
AquaticAnimal,m75.obj,-0.754667599292042,-0.05136833506390214,-0.6066610277049587,-0.648268058885544,-0.2882812154505732,-0.18042351907748527,0.2265686289590671,0.220107985048224,0.1407343598578658,0.1000220482292195,0.0735898106416034,0.0578842929440538,0.0560947971306537,0.058176560168592,0.0491470411789136,0.0176744758418065,0.2860630722278738,0.180467955239064,0.1656154628687691,0.1031536113936927,0.0671414038657172,0.0630722278738555,0.064292980671414,0.0429298067141404,0.017497456765005,0.0097660223804679,0.1025003128519584,0.2829182830684519,0.222750594418721,0.1501989738455763,0.100387936428482,0.0706644975597547,0.0392992116130647,0.0201326492303841,0.0095357276936553,0.0016118132899511,0.5158662994363321,0.3050268498715207,0.1129335856759654,0.0410415801162212,0.0152482651444046,0.0056828381365625,0.0025080395747103,0.0012514553297123,0.0003538951547137,8.719155985700579e-05,0.035022500489141,0.1817184812942157,0.2954926937770958,0.2704280756675488,0.1459905878960755,0.0517150830510045,0.0153178387173176,0.0037071744122583,0.0005509273084883,5.6637386853947625e-05
Bed,D00121.obj,1.0070675359796235,-0.04832848286231703,-0.5692414394155856,2.802099355186053,-0.8533395772756185,-0.1961544443672459,0.1422481017853478,0.2027036733018674,0.1612045967576441,0.1393905191873589,0.1283141801764827,0.1025548943156166,0.0609019084752718,0.0359070387851426,0.0188487584650112,0.0079263287502565,0.0034034034034034,0.0304304304304304,0.0572572572572572,0.0768768768768768,0.0938938938938939,0.1527527527527526,0.1985985985985986,0.2460460460460461,0.1105105105105105,0.0302302302302302,0.0361056188211738,0.1011387811287698,0.1436566136904017,0.1605906644975598,0.1552096108121637,0.1328094105869102,0.1335352271305218,0.1078863721686897,0.0254986860217745,0.0035690151420347,0.2492461074527662,0.2484204156153198,0.1923759410835538,0.1339569614540381,0.0856052680164933,0.0502646316696412,0.0267042074384064,0.0101698566065604,0.0030309557511231,0.0002256549120971,0.0344048617579103,0.1238183941996469,0.2012627808967082,0.2225612736900063,0.1890311990243551,0.1304822135200918,0.0720104151122043,0.0231921495577179,0.0029845677265312,0.0002521445148276
