file,class,vertices,triangles,edge_var,minx,miny,minz,maxx,maxy,maxz
normalized_ShapeDatabase_INFOMR-master\Apartment\D00953.obj,Apartment,4574,9222,9.941599135170967e-08,-0.16318799555301666,-0.4212160110473633,-0.48126599192619324,0.2293190062046051,0.32331401109695435,0.5187339782714844
normalized_ShapeDatabase_INFOMR-master\Apartment\m463.obj,Apartment,4827,9650,7.860447099537971e-06,-0.33352699875831604,-0.3770270049571991,-0.5537289977073669,0.28109899163246155,0.3065139949321747,0.44627100229263306
normalized_ShapeDatabase_INFOMR-master\Apartment\m464.obj,Apartment,4950,9896,1.183187199070234e-06,-0.11131799966096878,-0.17434200644493103,-0.16465400159358978,0.06569460034370422,0.8256580233573914,0.17971199750900269
normalized_ShapeDatabase_INFOMR-master\Apartment\m465.obj,Apartment,4819,9634,3.861888665523161e-06,-0.3919450044631958,-0.24257999658584595,-0.20421700179576874,0.6080549955368042,0.24140800535678864,0.20493200421333313
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m53.obj,AquaticAnimal,5068,10132,1.9428019579244794e-06,-0.5561180114746094,-0.1454399973154068,-0.07605689764022827,0.4438819885253906,0.12573100626468658,0.10052400082349777
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m54.obj,AquaticAnimal,4951,9898,1.272994209004557e-05,-0.4067690074443817,-0.34363698959350586,-0.2906019985675812,0.5932310223579407,0.4004899859428406,0.3224030137062073
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m55.obj,AquaticAnimal,4830,9656,1.1137414095830314e-05,-0.5939739942550659,-0.4066869914531708,-0.31263700127601624,0.4060260057449341,0.3418850004673004,0.28748300671577454
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m56.obj,AquaticAnimal,4883,9762,9.864976456113899e-06,-0.40510401129722595,-0.37114301323890686,-0.293379008769989,0.5948960185050964,0.42115798592567444,0.30332401394844055
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m57.obj,AquaticAnimal,4982,9960,2.5853317286271173e-06,-0.5495650172233582,-0.14281000196933746,-0.05768800154328346,0.45043501257896423,0.163674995303154,0.057317499071359634
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m58.obj,AquaticAnimal,4834,9664,3.4269860828784876e-06,-0.5731199979782104,-0.23931999504566193,-0.27513501048088074,0.42688000202178955,0.3252919912338257,0.28221800923347473
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m60.obj,AquaticAnimal,4884,9764,2.9131962007975337e-06,-0.5820950269699097,-0.1970600038766861,-0.17225299775600433,0.4179050028324127,0.2048339992761612,0.17218999564647675
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m61.obj,AquaticAnimal,4914,9824,2.0488787731236477e-06,-0.5678070187568665,-0.1603740006685257,-0.09109439700841904,0.43219301104545593,0.16481100022792816,0.09088339656591415
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m62.obj,AquaticAnimal,4859,9714,2.5527437868171737e-06,-0.5813050270080566,-0.3644999861717224,-0.07326550036668777,0.41869500279426575,0.38244301080703735,0.08001740276813507
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m63.obj,AquaticAnimal,4918,9832,5.727907774182469e-06,-0.553396999835968,-0.3401469886302948,-0.3696730136871338,0.446603000164032,0.3404519855976105,0.35138601064682007
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m64.obj,AquaticAnimal,4854,9704,1.8969582744137983e-06,-0.42610299587249756,-0.17920200526714325,-0.08437489718198776,0.5738970041275024,0.1534689962863922,0.08408089727163315
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m65.obj,AquaticAnimal,4805,9606,3.794204391625844e-06,-0.5927050113677979,-0.27894601225852966,-0.17380599677562714,0.40729498863220215,0.2895619869232178,0.1334879994392395
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m66.obj,AquaticAnimal,4813,9638,1.5774101750372476e-05,-0.6251239776611328,-0.45555201172828674,-0.4372830092906952,0.3748759925365448,0.5424349904060364,0.512391984462738
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m67.obj,AquaticAnimal,4808,9612,4.277900704617933e-06,-0.4815639853477478,-0.17168200016021729,-0.11372800171375275,0.5184360146522522,0.20949000120162964,0.12342700362205505
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m68.obj,AquaticAnimal,4886,9768,3.6684449623702683e-06,-0.3916279971599579,-0.1959560066461563,-0.12794800102710724,0.6083719730377197,0.21105800569057465,0.12867200374603271
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m69.obj,AquaticAnimal,4864,9724,2.9130696160532974e-06,-0.13711999356746674,-0.4511820077896118,-0.2567239999771118,0.14895600080490112,0.5488179922103882,0.21916800737380981
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m70.obj,AquaticAnimal,4800,9596,4.717554648895714e-06,-0.5208179950714111,-0.4442700147628784,-0.16064099967479706,0.47918200492858887,0.513467013835907,0.15994399785995483
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m71.obj,AquaticAnimal,4870,9736,2.470733958871129e-06,-0.537397027015686,-0.13956700265407562,-0.15772299468517303,0.46260300278663635,0.22519099712371826,0.15908899903297424
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m72.obj,AquaticAnimal,4920,9836,2.61262187638228e-06,-0.45522400736808777,-0.17282100021839142,-0.1226629987359047,0.5447760224342346,0.17223699390888214,0.12291999906301498
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m73.obj,AquaticAnimal,4877,9750,2.9148805806084573e-06,-0.50627201795578,-0.3253200054168701,-0.17554999887943268,0.49372801184654236,0.2541230022907257,0.17201699316501617
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m74.obj,AquaticAnimal,4809,9614,1.7640974974879449e-06,-0.4385739862918854,-0.1676570028066635,-0.12195900082588196,0.5614259839057922,0.08989840000867844,0.11107899993658066
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m75.obj,AquaticAnimal,4962,9920,3.976135311449199e-06,-0.16598999500274658,-0.42486101388931274,-0.14285199344158173,0.14745500683784485,0.5751389861106873,0.14226000010967255
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m76.obj,AquaticAnimal,4876,9748,2.3712696874797263e-06,-0.4295029938220978,-0.17730000615119934,-0.1864989995956421,0.5704969763755798,0.1719609946012497,0.20211000740528107
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m77.obj,AquaticAnimal,4854,9704,2.3563139556526725e-06,-0.3636370003223419,-0.6388450264930725,-0.3172149956226349,0.27130699157714844,0.3611550033092499,0.18302099406719208
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m78.obj,AquaticAnimal,4954,9904,2.215181830249038e-06,-0.4235830008983612,-0.17252999544143677,-0.22829900681972504,0.5764170289039612,0.11704999953508377,0.15558600425720215
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m79.obj,AquaticAnimal,4884,9764,7.982684172825554e-07,-0.5022469758987427,-0.05752649903297424,-0.04241560027003288,0.49775299429893494,0.18177799880504608,0.04278630018234253
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m80.obj,AquaticAnimal,5038,10072,1.8678797923402172e-06,-0.43980899453163147,-0.11571399867534637,-0.1803469955921173,0.5601909756660461,0.17962999641895294,0.1915770024061203
normalized_ShapeDatabase_INFOMR-master\AquaticAnimal\m81.obj,AquaticAnimal,4936,9868,3.1892544532177255e-06,-0.5423409938812256,-0.15003499388694763,-0.13551799952983856,0.4576590061187744,0.2951500117778778,0.1317339986562729
normalized_ShapeDatabase_INFOMR-master\Bed\D00031.obj,Bed,4839,9674,2.2382588210163032e-05,-0.48599299788475037,-0.46747198700904846,-0.09906560182571411,0.5140069723129272,0.4379110038280487,0.104994997382164
normalized_ShapeDatabase_INFOMR-master\Bed\D00110.obj,Bed,4995,9986,5.5658316843486865e-06,-0.5108420252799988,-0.3541420102119446,-0.09272780269384384,0.4891580045223236,0.35937899351119995,0.08118829876184464
normalized_ShapeDatabase_INFOMR-master\Bed\D00121.obj,Bed,5069,10134,4.809147144320388e-06,-0.5019329786300659,-0.44826701283454895,-0.09006450325250626,0.4980669915676117,0.44857800006866455,0.08950909972190857
normalized_ShapeDatabase_INFOMR-master\Bed\D00184.obj,Bed,5039,10074,6.9748861167225114e-06,-0.504360020160675,-0.4629040062427521,-0.14139999449253082,0.49564000964164734,0.47507500648498535,0.1391569972038269
normalized_ShapeDatabase_INFOMR-master\Bed\D00210.obj,Bed,5032,10060,9.02086925792883e-06,-0.5236390233039856,-0.500186026096344,-0.12356500327587128,0.4763610064983368,0.4891430139541626,0.276852011680603
normalized_ShapeDatabase_INFOMR-master\Bed\D00213.obj,Bed,4803,9602,3.613261501703777e-07,-0.07871709764003754,-0.06177720054984093,-0.5018479824066162,0.07812009751796722,0.06213710084557533,0.4981519877910614
normalized_ShapeDatabase_INFOMR-master\Bed\D00217.obj,Bed,4838,9672,1.4990587532768622e-06,-0.49461299180984497,-0.3539170026779175,-0.11195100098848343,0.505387008190155,0.3468259871006012,0.11725600063800812
normalized_ShapeDatabase_INFOMR-master\Bed\D00307.obj,Bed,4916,9828,9.549709869121855e-06,-0.4921889901161194,-0.3907470107078552,-0.05036810040473938,0.5078110098838806,0.39333099126815796,0.18908199667930603
normalized_ShapeDatabase_INFOMR-master\Bed\D00322.obj,Bed,4864,9724,2.7587858214699714e-06,-0.5006300210952759,-0.2698569893836975,-0.055745501071214676,0.4993700087070465,0.2694869935512543,0.05540059879422188
normalized_ShapeDatabase_INFOMR-master\Bed\D00538.obj,Bed,4834,9664,6.810010276616907e-06,-0.4418250024318695,-0.1196800023317337,-0.5123969912528992,0.21129199862480164,0.08185839653015137,0.48760300874710083
normalized_ShapeDatabase_INFOMR-master\Bed\D00545.obj,Bed,4830,9656,1.2610431667613674e-06,-0.27839401364326477,-0.16551199555397034,-0.4321869909763336,0.5672720074653625,0.24458099901676178,0.567812979221344
normalized_ShapeDatabase_INFOMR-master\Bed\D00552.obj,Bed,5019,10034,1.1959809119119972e-06,-0.12693199515342712,-0.1222350001335144,-0.5096799731254578,0.31358298659324646,0.22095000743865967,0.49031999707221985
normalized_ShapeDatabase_INFOMR-master\Bed\D00565.obj,Bed,4960,9916,5.073366616318866e-06,-0.4994109869003296,-0.32653000950813293,-0.06349410116672516,0.5005890130996704,0.3282650113105774,0.08512180298566818
normalized_ShapeDatabase_INFOMR-master\Bed\D00650.obj,Bed,4917,9830,1.2066837520895987e-06,-0.49119800329208374,-0.1638450026512146,-0.058440398424863815,0.5088019967079163,0.16987499594688416,0.05122699961066246
normalized_ShapeDatabase_INFOMR-master\Bed\D00735.obj,Bed,4907,9810,4.515393389441773e-06,-0.5166400074958801,-0.4115619957447052,-0.18308000266551971,0.4833599925041199,0.36965399980545044,0.1790039986371994
normalized_ShapeDatabase_INFOMR-master\Bed\D00836.obj,Bed,4926,9848,4.322168688270856e-06,-0.5012869834899902,-0.1997770071029663,-0.16455399990081787,0.4987129867076874,0.1998700052499771,0.167493999004364
normalized_ShapeDatabase_INFOMR-master\Bed\D00839.obj,Bed,4855,9706,4.949794755492154e-06,-0.25187399983406067,-0.14305999875068665,-0.5171669721603394,0.20400699973106384,0.1776379942893982,0.48283299803733826
normalized_ShapeDatabase_INFOMR-master\Bed\D00969.obj,Bed,5064,10124,3.986310928359491e-06,-0.5045959949493408,-0.27378401160240173,-0.1668509989976883,0.4954040050506592,0.27292400598526,0.17391100525856018
normalized_ShapeDatabase_INFOMR-master\Bed\D00988.obj,Bed,4858,9712,6.012108387671279e-06,-0.49800801277160645,-0.3569610118865967,-0.15212200582027435,0.5019919872283936,0.35518500208854675,0.15265800058841705
normalized_ShapeDatabase_INFOMR-master\Bed\m945.obj,Bed,4846,9688,5.490241674522012e-06,-0.5079060196876526,-0.2284650057554245,-0.24093399941921234,0.4920940101146698,0.28578001260757446,0.27656498551368713
normalized_ShapeDatabase_INFOMR-master\Bed\m946.obj,Bed,4826,9648,2.8827416926393286e-06,-0.4970810115337372,-0.43533799052238464,-0.038144301623106,0.5029190182685852,0.5640730261802673,0.03742440044879913
normalized_ShapeDatabase_INFOMR-master\Bed\m947.obj,Bed,4816,9628,6.485479890131229e-07,-0.5023159980773926,-0.06235779821872711,-0.024315200746059418,0.4976840019226074,0.03057190030813217,0.023961899802088737
normalized_ShapeDatabase_INFOMR-master\Bed\m948.obj,Bed,4836,9668,7.65229482885114e-06,-0.5024160146713257,-0.4707610011100769,-0.194349005818367,0.4975839853286743,0.4737589955329895,0.17880399525165558
normalized_ShapeDatabase_INFOMR-master\Bed\m949.obj,Bed,4960,9924,5.153115373982371e-06,-0.44857800006866455,-0.026951400563120842,-0.572983980178833,0.4465869963169098,0.02686149999499321,0.4270159900188446
normalized_ShapeDatabase_INFOMR-master\Bed\m950.obj,Bed,4908,9812,9.629835795527063e-07,-0.49686700105667114,-0.06508740037679672,-0.3500500023365021,0.5031329989433289,0.06515199691057205,0.34096500277519226
normalized_ShapeDatabase_INFOMR-master\Bed\m951.obj,Bed,4894,9784,5.000769144349144e-06,-0.5006750226020813,-0.2822200059890747,-0.17229300737380981,0.4993250072002411,0.2783159911632538,0.17601299285888672
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00016.obj,Bicycle,4980,9960,3.4323204626933664e-06,-0.4987950026988983,-0.4994570016860962,-0.01797880046069622,0.5012050271034241,0.5004500150680542,0.018016299232840538
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00033.obj,Bicycle,4852,9700,7.950677688474214e-06,-0.5013300180435181,-0.48245298862457275,-0.31341299414634705,0.4986700117588043,0.47224798798561096,0.31258198618888855
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00040.obj,Bicycle,4899,9798,4.979092229219808e-06,-0.49255499243736267,-0.4503830075263977,-0.050992701202631,0.5040940046310425,0.5496169924736023,0.05382309854030609
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00077.obj,Bicycle,4825,9646,3.209577421817303e-06,-0.1556140035390854,-0.1860869973897934,-0.5302180051803589,0.13632899522781372,0.27498599886894226,0.4697819948196411
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00078.obj,Bicycle,4942,9880,1.650100116171448e-06,-0.4495620131492615,-0.07732280343770981,-0.15806500613689423,0.5504379868507385,0.09831739962100983,0.11666599661111832
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00462.obj,Bicycle,4848,9692,3.913885356572411e-06,-0.4999310076236725,-0.06445000320672989,-0.07287520170211792,0.5000690221786499,0.061490099877119064,0.07340160012245178
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00514.obj,Bicycle,4832,9664,4.2045276721206545e-06,-0.4976229965686798,-0.4992919862270355,-0.03548949956893921,0.5023769736289978,0.4974600076675415,0.035580698400735855
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00555.obj,Bicycle,4878,9752,4.830701858557771e-06,-0.472353994846344,-0.4998300075531006,-0.2782920002937317,0.4713529944419861,0.5001699924468994,0.2738719880580902
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00558.obj,Bicycle,4810,9616,1.5187334676212755e-06,-0.4096510112285614,-0.3049840033054352,-0.03078019991517067,0.590349018573761,0.4844120144844055,0.032988399267196655
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00567.obj,Bicycle,4918,9856,3.819782485986033e-06,-0.45942801237106323,-0.4741950035095215,-0.1900629997253418,0.5405719876289368,0.41850900650024414,0.255746990442276
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00621.obj,Bicycle,4926,9852,3.336126478072542e-06,-0.49886301159858704,-0.4993709921836853,-0.01768380030989647,0.5011370182037354,0.500432014465332,0.017601000145077705
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00708.obj,Bicycle,4912,9824,7.227786232195281e-07,-0.5453429818153381,-0.2137410044670105,-0.0105876000598073,0.4546569883823395,0.21422499418258667,0.007135480176657438
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00750.obj,Bicycle,4962,9924,1.5663961630544315e-06,-0.5006170272827148,-0.49922001361846924,-0.05530659854412079,0.49938300251960754,0.49972400069236755,0.05559000000357628
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00838.obj,Bicycle,4880,9760,7.629168783489294e-07,-0.5259479880332947,-0.2302989959716797,-0.08001609891653061,0.4740520119667053,0.19513599574565887,0.07399089634418488
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00847.obj,Bicycle,4957,9910,1.6182242729358183e-06,-0.44519099593162537,-0.09925679862499237,-0.15142500400543213,0.5548089742660522,0.0775936022400856,0.11099100112915039
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00904.obj,Bicycle,4903,9806,7.349081173330676e-07,-0.5121510028839111,-0.1924010068178177,-0.003413940081372857,0.48784899711608887,0.15928900241851807,0.0032659699209034443
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00931.obj,Bicycle,4934,9864,2.1406775925396817e-06,-0.6400240063667297,-0.18264299631118774,-0.09040190279483795,0.35997599363327026,0.17491699755191803,0.0662154033780098
normalized_ShapeDatabase_INFOMR-master\Bicycle\D00974.obj,Bicycle,4846,9704,5.418190179655458e-06,-0.5027649998664856,-0.538303017616272,-0.020585300400853157,0.49723199009895325,0.4616970121860504,0.01877249963581562
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1472.obj,Bicycle,5168,10336,2.0014434386129993e-06,-0.5003880262374878,-0.437595009803772,-0.26819199323654175,0.4996120035648346,0.44254299998283386,0.26571398973464966
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1473.obj,Bicycle,4843,9682,8.143963735521726e-06,-0.4785360097885132,-0.4997609853744507,-0.306657999753952,0.48322999477386475,0.5002390146255493,0.31038498878479004
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1475.obj,Bicycle,4899,9794,1.1168159067975761e-06,-0.4998440146446228,-0.22026899456977844,-0.011238900013267994,0.5001559853553772,0.15356700122356415,0.009399130009114742
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1476.obj,Bicycle,4909,9834,3.2539494147469257e-06,-0.51569002866745,-0.37988799810409546,-0.17885500192642212,0.48431000113487244,0.3357900083065033,0.332599014043808
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1477.obj,Bicycle,4990,9976,1.8590482080480573e-06,-0.45072200894355774,-0.07987409830093384,-0.06979099661111832,0.5492780208587646,0.09378190338611603,0.11731600016355515
normalized_ShapeDatabase_INFOMR-master\Bicycle\m1478.obj,Bicycle,4946,9892,3.5012318625575952e-06,-0.49777498841285706,-0.5011000037193298,-0.012123700231313705,0.5020859837532043,0.49889999628067017,0.01204140018671751
normalized_ShapeDatabase_INFOMR-master\Biplane\D00069.obj,Biplane,4901,9798,8.581959626961921e-07,-0.29079800844192505,-0.12281099706888199,-0.39825499057769775,0.06555700302124023,0.08279740065336227,0.6017450094223022
normalized_ShapeDatabase_INFOMR-master\Biplane\D00132.obj,Biplane,4856,9708,9.109871613380664e-07,-0.6047719717025757,-0.06038789823651314,-0.06011569872498512,0.39522799849510193,0.061289798468351364,0.06097159907221794
normalized_ShapeDatabase_INFOMR-master\Biplane\D00199.obj,Biplane,4866,9728,6.601560014568185e-06,-0.5105929970741272,-0.3777259886264801,-0.07719799876213074,0.4894070029258728,0.37503600120544434,0.10818299651145935
normalized_ShapeDatabase_INFOMR-master\Biplane\D00246.obj,Biplane,4922,9840,1.627006833157749e-06,-0.4601460099220276,-0.17103199660778046,-0.10191799700260162,0.5398539900779724,0.2349109947681427,0.15988099575042725
normalized_ShapeDatabase_INFOMR-master\Biplane\D00276.obj,Biplane,4810,9616,3.2373639159853663e-06,-0.2310670018196106,-0.38359299302101135,-0.4302369952201843,0.18311500549316406,0.3480969965457916,0.5697630047798157
normalized_ShapeDatabase_INFOMR-master\Biplane\D00277.obj,Biplane,4839,9678,1.5521399790008413e-06,-0.5154529809951782,-0.0972926989197731,-0.16113600134849548,0.4845469892024994,0.10659799724817276,0.14446499943733215
